procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 20572196 236312 4570432    0    0     0    97 1444 2685  1  1 97  0  0  0
 0  0      0 20603180 236320 4570452    0    0     0    14 1507 2689  1  1 97  0  0  0
 1  0      0 20660080 236348 4570592    0    0     0   115 1369 2634  1  1 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 20589988 236356 4570608    0    0     0    92 1466 2674  1  1 98  0  0  0
 1  0      0 20572384 236364 4570620    0    0     0    42 1447 2693  1  1 98  0  0  0
 1  0      0 20585692 236376 4570636    0    0     0    99 1415 2684  1  1 98  0  0  0
 1  0      0 20591628 236392 4570656    0    0     0    42 1491 2674  1  1 97  0  0  0
 1  0      0 20686584 236404 4570664    0    0     0    94 1346 2681  1  1 98  0  0  0
 0  0      0 20560020 236412 4570692    0    0     0    98 1445 2705  1  1 98  0  0  0
 0  0      0 20586784 236420 4570704    0    0     0    43 1450 2644  1  1 98  0  0  0
 0  0      0 20555200 236432 4570716    0    0     0    91 1364 2666  1  1 97  0  0  0
 1  0      0 20551792 236440 4570736    0    0     0    37 1347 2648  1  1 98  0  0  0
 0  0      0 20591192 236452 4570748    0    0     0    87 1532 2666  1  1 98  0  0  0
 1  0      0 20613468 236480 4570760    0    0     0    97 1484 2667  2  1 97  0  0  0
 0  0      0 20562612 236496 4570772    0    0     0    52 1555 2686  1  1 98  0  0  0
 0  0      0 20558992 236504 4570788    0    0     0    72 1507 2645  1  1 98  0  0  0
 0  0      0 20534160 236504 4570804    0    0     0    15 1379 2672  1  1 98  0  0  0
 0  0      0 20643356 236516 4570820    0    0     0    85 1458 2631  1  1 98  0  0  0
 0  0      0 20619020 236524 4570832    0    0     0    71 1495 2649  1  1 97  0  0  0
 0  0      0 20595936 236536 4570836    0    0     0    35 1413 2703  1  1 98  0  0  0
 0  0      0 20511992 236544 4570868    0    0     0    74 1452 2713  1  1 98  0  0  0
 0  0      0 20598260 236556 4570872    0    0     0    50 1473 2670  1  1 97  0  0  0
 0  0      0 20641636 236564 4570888    0    0     0    79 1456 2700  1  1 98  0  0  0
 0  0      0 20554752 236572 4570900    0    0     0    74 1475 2712  1  1 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 20554536 236584 4570916    0    0     0    63 1477 2736  1  1 98  0  0  0
 0  0      0 20494240 236596 4570936    0    0     0    34 1440 2739  1  1 98  0  0  0
 0  0      0 20493296 236624 4571072    0    0     0   117 1464 2730  1  1 97  0  0  0
 0  0      0 20649588 236632 4571100    0    0     0    68 1489 2726  2  1 97  0  0  0
 0  0      0 20578652 236644 4571116    0    0     0    42 1547 2771  1  1 98  0  0  0
 1  0      0 20586076 236652 4571128    0    0     0    88 1531 2740  1  1 98  0  0  0
 0  0      0 20580512 236664 4571144    0    0     0    41 1449 2681  1  1 98  0  0  0
 0  0      0 20602992 236676 4571160    0    0     0    95 1475 2693  1  1 98  0  0  0
 0  0      0 20613880 236688 4571184    0    0     0    83 1468 2636  1  1 98  0  0  0
 0  0      0 20522600 236696 4574268    0    0     0    25 1779 3078  2  1 97  0  0  0
 1  0      0 20525092 236696 4571148    0    0     0    73 1584 2775  1  1 98  0  0  0
 0  0      0 20521876 236708 4571160    0    0     0    27 1502 2684  1  1 97  0  0  0
 0  0      0 20479764 236716 4571176    0    0     0   110 1534 2728  1  1 98  0  0  0
 0  0      0 20579536 236736 4571192    0    0     0    97 1531 2646  1  1 98  0  0  0
 0  0      0 20609228 236752 4571200    0    0     0    60 1479 2670  1  1 98  0  0  0
 0  0      0 20577584 236764 4571220    0    0     0    90 1468 2662  1  1 98  0  0  0
 1  0      0 20573972 236764 4571228    0    0     0    13 1534 2663  1  1 98  0  0  0
 0  0      0 20548652 236772 4571244    0    0     0    80 1466 2666  2  1 97  0  0  0
 0  0      0 20626584 236784 4571260    0    0     0    66 1392 2638  1  1 98  0  0  0
 0  0      0 20580284 236792 4571280    0    0     0    70 1538 2650  1  1 97  0  0  0
 0  0      0 20538876 236824 4571292    0    0     0    30 1424 2681  1  1 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 20511008 236836 4571364    0    0     0    72 1331 2645  1  1 98  0  0  0
 0  0      0 20504772 236848 4571380    0    0     0   102 1387 2695  1  1 98  0  0  0
 0  0      0 20526504 236860 4571388    0    0     0    59 1434 2621  1  1 98  0  0  0
 0  0      0 20590708 236868 4571412    0    0     0    26 1579 2657  1  1 98  0  0  0
 0  0      0 20622084 236868 4571416    0    0     0    46 1472 2635  1  1 98  0  0  0
 1  0      0 20536272 236896 4571432    0    0     0   115 1521 2720  1  1 98  0  0  0
 1  0      0 20559588 236908 4571568    0    0     0    71 1545 2690  1  1 98  0  0  0
 3  0      0 20651104 236920 4571604    0    0     0    49 1605 2705  1  1 98  0  0  0
 1  0      0 20658372 236932 4571624    0    0     0    98 1507 2677  1  1 97  0  0  0
 0  0      0 20576076 236932 4571616    0    0     0    17 1479 2680  1  1 98  0  0  0
 0  0      0 20499400 236940 4571632    0    0     0    71 1398 2683  1  1 98  0  0  0
 1  0      0 20544528 236952 4571648    0    0     0    70 1785 2741  2  1 97  0  0  0
 0  0      0 20613708 236960 4571664    0    0     0    41 1462 2633  1  1 98  0  0  0
 0  0      0 20591116 236968 4571672    0    0     0    90 1583 2699  1  1 97  0  0  0
 0  0      0 20589472 236980 4571704    0    0     0    28 1524 2668  1  1 98  0  0  0
 1  0      0 20474912 236992 4571720    0    0     0    98 1525 2766  1  1 98  0  0  0
 1  0      0 20514772 237004 4571732    0    0     0    56 1501 2753  1  1 97  0  0  0
 0  0      0 20606944 237028 4571732    0    0     0    63 1478 2703  1  1 98  0  0  0
 0  0      0 20646432 237040 4571752    0    0     0    86 1505 2694  1  1 98  0  0  0
 0  0      0 20534572 237048 4571768    0    0     0    47 1530 2705  1  1 98  0  0  0
 0  0      0 20507552 237060 4571780    0    0     0    98 1461 2651  1  1 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 20538732 237068 4571792    0    0     0    78 1504 2663  2  1 97  0  0  0
 0  0      0 20557888 237080 4571832    0    0     0    30 1500 2722  1  1 98  0  0  0
 0  0      0 20530228 237092 4571924    0    0     0   136 1573 2756  1  1 98  0  0  0
 0  0      0 20519636 237100 4571936    0    0     0    38 1416 2659  1  1 98  0  0  0
 0  0      0 20603320 237112 4571952    0    0     0    97 1537 2727  2  1 97  0  0  0
 0  0      0 20531804 237128 4571964    0    0     0   103 1424 2658  1  1 97  0  0  0
 0  0      0 20625304 237128 4571984    0    0     0    18 1410 2641  1  1 98  0  0  0
 0  0      0 20527324 237156 4572000    0    0     0   101 1515 2693  1  1 98  0  0  0
 0  0      0 20497376 237176 4572012    0    0     0    55 1447 2678  1  1 98  0  0  0
 2  0      0 20558504 237188 4572152    0    0     0    86 1432 2644  1  1 98  0  0  0
 2  0      0 20522892 237196 4572168    0    0     0    71 1393 2682  1  1 98  0  0  0
 0  0      0 20516472 237208 4572180    0    0     0    34 1474 2637  1  1 98  0  0  0
 0  0      0 20543336 237216 4572196    0    0     0    90 1461 2659  1  1 97  0  0  0
 0  0      0 20506920 237228 4572212    0    0     0    22 1425 2704  1  1 98  0  0  0
 0  0      0 20487116 237228 4572228    0    0     0    67 1493 2705  1  1 98  0  0  0
 0  0      0 20489816 237240 4572248    0    0     0    79 1405 2650  1  1 98  0  0  0
 0  0      0 20544040 237252 4572260    0    0     0    28 1419 2683  1  1 98  0  0  0
 0  0      0 20531656 237260 4572280    0    0     0    94 1575 2674  1  1 98  0  0  0
 0  0      0 20567316 237272 4572284    0    0     0    75 1405 2665  1  1 98  0  0  0
 0  0      0 20548472 237280 4572300    0    0     0    12 1476 2741  2  1 97  0  0  0
 0  0      0 20466520 237300 4572320    0    0     0   113 1445 2689  1  1 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 20563844 237308 4572336    0    0     0    66 1393 2671  1  1 98  0  0  0
 0  0      0 20627112 237316 4572344    0    0     0    70 1499 2690  1  1 98  0  0  0
 0  0      0 20523960 237328 4572356    0    0     0    82 1521 2652  1  1 98  0  0  0
 0  0      0 20514116 237336 4572376    0    0     0    74 1418 2652  1  1 98  0  0  0
 0  0      0 20562780 237348 4572388    0    0     0    35 1544 2705  1  1 98  0  0  0
 0  0      0 20607972 237356 4572412    0    0     0    93 2835 2740  3  1 96  0  0  0
 0  0      0 20596804 237368 4572420    0    0     0    45 1636 2766  2  1 97  0  0  0
 0  0      0 20496348 237376 4572448    0    0     0    80 1522 2747  1  1 98  0  0  0
 0  0      0 20538560 237384 4572476    0    0     0   150 1646 2749  1  1 97  0  0  0
 0  0      0 20500144 237396 4572492    0    0     0   114 1502 2664  1  1 97  0  0  0
 1  0      0 20568988 237404 4572512    0    0     0    41 1426 2653  1  1 98  0  0  0
 0  0      0 20576264 237424 4572520    0    0     0   112 1442 2672  1  1 98  0  0  0
 1  0      0 20539584 237432 4568568    0    0     0   116 1477 2700  1  1 98  0  0  0
 0  0      0 20535652 237444 4568580    0    0     0    27 1463 2693  1  1 97  0  0  0
 0  0      0 20558404 237460 4568596    0    0     0   116 1430 2661  1  1 98  0  0  0
 0  0      0 20554360 237468 4568608    0    0     0    76 1449 2652  1  1 98  0  0  0
 0  0      0 20583464 237480 4568624    0    0     0    59 1541 2665  1  1 98  0  0  0
 0  0      0 20607632 237512 4568636    0    0     0   109 1521 2708  1  1 97  0  0  0
 0  0      0 20551900 237524 4568652    0    0     0    79 1608 2667  1  1 98  0  0  0
 0  0      0 20596268 237532 4568664    0    0     0    34 1523 2736  1  1 98  0  0  0
 0  0      0 20564164 237540 4568680    0    0     0    87 1483 2707  1  1 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 20575112 237552 4568692    0    0     0    27 1545 2760  2  1 97  0  0  0
 0  0      0 20632656 237560 4568708    0    0     0    83 1482 2715  1  1 98  0  0  0
 0  0      0 20662348 237580 4568720    0    0     0    85 1534 2716  1  1 98  0  0  0
 0  0      0 20564964 237588 4568740    0    0     0    18 1382 2669  1  1 98  0  0  0
 1  0      0 20616656 237596 4568752    0    0     0   110 1434 2761  1  1 98  0  0  0
 0  0      0 20623184 237608 4568760    0    0     0    85 1469 2685  1  1 97  0  0  0
 0  0      0 20634036 237632 4568780    0    0     0    80 1445 2671  1  1 98  0  0  0
 1  0      0 20638720 237632 4568788    0    0     0    17 1418 2666  1  1 98  0  0  0
 0  0      0 20584248 237640 4568812    0    0     0    85 1471 2662  1  1 98  0  0  0
 0  0      0 20642560 237652 4568820    0    0     0    94 1544 2679  1  1 98  0  0  0
 0  0      0 20594256 237660 4568844    0    0     0    24 1565 2714  1  1 98  0  0  0
 1  0      0 20643580 237668 4568848    0    0     0   138 1523 2673  1  1 98  0  0  0
 0  0      0 20585944 237680 4568860    0    0     0    74 1527 2796  2  1 97  0  0  0
 0  0      0 20564860 237692 4568892    0    0     0    22 1527 2708  1  1 98  0  0  0
 0  0      0 20594332 237712 4568900    0    0     0   123 1610 2675  2  1 97  0  0  0
 0  0      0 20554128 237720 4568912    0    0     0    54 1626 2649  1  1 97  0  0  0
 0  0      0 20549428 237732 4569048    0    0     0    46 1598 2678  1  1 98  0  0  0
 1  0      0 20536564 237740 4569068    0    0     0   102 1554 2662  1  1 97  0  0  0
 0  0      0 20608524 237752 4569080    0    0     0    57 1474 2682  1  1 98  0  0  0
 0  0      0 20580564 237760 4569108    0    0     0    86 1450 2721  1  1 98  0  0  0
 0  0      0 20535112 237768 4569132    0    0     0   114 1509 2691  1  1 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 20619052 237780 4569152    0    0     0    50 1478 2658  1  1 98  0  0  0
 0  0      0 20620480 237788 4569168    0    0     0    98 1462 2681  1  1 98  0  0  0
 1  0      0 20685512 237800 4569220    0    0     0  1828 1584 2640  2  1 97  0  0  0
 0  0      0 20624080 237808 4569236    0    0     0   865 1450 2618  1  1 98  0  0  0
 0  0      0 20575048 237828 4569244    0    0     0   127 1521 2693  1  1 98  0  0  0
 0  0      0 20513020 237844 4569268    0    0     0    61 1497 2653  1  1 98  0  0  0
 1  0      0 20532100 237856 4569276    0    0     0    24 1458 2666  1  1 98  0  0  0
 0  0      0 20558556 237868 4569288    0    0     0  1125 1555 2702  1  1 97  0  0  0
 0  0      0 20594544 237876 4569300    0    0     0    41 1514 2675  2  1 98  0  0  0
 0  0      0 20526596 237884 4569316    0    0     0    89 1535 2648  1  1 98  0  0  0
 0  0      0 20587380 237896 4569324    0    0     0    67 1572 2673  1  1 97  0  0  0
 0  0      0 20579712 237908 4569348    0    0     0    30 1527 2666  1  1 97  0  0  0
 0  0      0 20617068 237916 4569368    0    0     0   105 1458 2712  1  1 97  0  0  0
 0  0      0 20547340 237928 4569380    0    0     0    26 1408 2681  1  1 98  0  0  0
 0  0      0 20571116 237940 4569388    0    0     0    95 1440 2715  1  1 98  0  0  0
 1  0      0 20572068 237948 4569408    0    0     0    59 1562 2709  1  1 98  0  0  0
 0  0      0 20458700 237956 4569428    0    0     0    26 1425 2680  1  1 98  0  0  0
 0  0      0 20496728 237976 4569432    0    0     0   100 1398 2675  1  1 98  0  0  0
 0  0      0 20609464 237988 4569448    0    0     0    45 1439 2638  1  1 98  0  0  0
 0  0      0 20455988 237996 4569592    0    0     0    79 1522 2696  1  1 97  0  0  0
 0  0      0 20491864 238008 4569616    0    0     0    77 1396 2652  1  1 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 20543700 238020 4569624    0    0     0    39 1565 2690  1  1 98  0  0  0
 0  0      0 20509308 238028 4569640    0    0     0    89 1479 2716  2  1 97  0  0  0
 0  0      0 20554348 238036 4569664    0    0     0    68 1369 2669  1  1 98  0  0  0
 0  0      0 20537256 238048 4569680    0    0     0    43 1486 2660  1  1 98  0  0  0
 0  0      0 20569456 238060 4569692    0    0     0   105 1472 2687  1  1 98  0  0  0
 0  0      0 20522928 238068 4569704    0    0     0    78 1456 2649  1  1 98  0  0  0
 0  0      0 20524072 238080 4569724    0    0     0    42 1456 2654  1  1 98  0  0  0
 0  0      0 20580080 238092 4569732    0    0     0    87 1384 2645  1  1 97  0  0  0
 0  0      0 20532608 238108 4569744    0    0     0    84 1432 2670  1  1 98  0  0  0
 0  0      0 20530472 238120 4569756    0    0     0    23 1424 2674  1  1 98  0  0  0
 1  0      0 20530040 238128 4569772    0    0     0    86 1426 2670  1  1 97  0  0  0
 1  0      0 20520908 238136 4569784    0    0     0    24 1385 2645  1  1 97  0  0  0
 0  0      0 20532220 238148 4569796    0    0     0    92 1380 2665  1  1 98  0  0  0
 0  0      0 20500052 238160 4569816    0    0     0    62 1525 2720  1  1 98  0  0  0
 0  0      0 20511872 238196 4569836    0    0     0    62 1454 2675  1  1 98  0  0  0
 0  0      0 20568196 238204 4569848    0    0     0    58 1443 2643  1  1 98  0  0  0
 0  0      0 20564896 238216 4569860    0    0     0    99 1663 2750  2  1 97  0  0  0
 1  0      0 20548648 238224 4569880    0    0     0    58 1501 2680  1  1 98  0  0  0
 1  0      0 20571364 238236 4569884    0    0     0    41 1495 2668  1  1 98  0  0  0
 2  0      0 20499732 238244 4569900    0    0     0    78 1510 2679  1  1 98  0  0  0
 0  0      0 20472400 238268 4569912    0    0     0   126 1488 2664  1  1 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 20596444 238280 4569920    0    0     0    22 1458 2689  1  1 98  0  0  0
 0  0      0 20485396 238288 4570068    0    0     0    78 1434 2687  1  1 98  0  0  0
 0  0      0 20456392 238300 4570080    0    0     0    86 1414 2663  1  1 97  0  0  0
 0  0      0 20505784 238308 4570096    0    0     0    21 1477 2673  1  1 97  0  0  0
 1  0      0 20534728 238316 4570104    0    0     0    79 1544 2685  1  1 97  0  0  0
 0  0      0 20494940 238328 4570120    0    0     0    24 1729 2714  2  1 97  0  0  0
 0  0      0 20589496 238340 4570132    0    0     0   107 1432 2652  1  1 98  0  0  0
 0  0      0 20533264 238352 4570144    0    0     0    62 1499 2697  1  1 98  0  0  0
 0  0      0 20490880 238360 4570156    0    0     0    31 1426 2624  1  1 98  0  0  0
 0  0      0 20483076 238372 4570164    0    0     0    90 1482 2676  2  1 97  0  0  0
 0  0      0 20567808 238380 4570176    0    0     0    30 1385 2678  1  1 98  0  0  0
 0  0      0 20609292 238396 4570188    0    0     0   105 1507 2680  1  1 97  0  0  0
 0  0      0 20575912 238408 4570200    0    0     0    82 1418 2677  1  1 98  0  0  0
 0  0      0 20454396 238420 4570216    0    0     0    28 1486 2670  1  1 98  0  0  0
 0  0      0 20452768 238432 4570220    0    0     0   118 1563 2686  1  1 97  0  0  0
 0  0      0 20545824 238440 4570232    0    0     0    38 1443 2646  1  1 98  0  0  0
 0  0      0 20535940 238452 4570240    0    0     0    94 1483 2702  1  1 98  0  0  0
 0  0      0 20503128 238460 4570272    0    0     0   104 1556 2718  1  1 98  0  0  0
 0  0      0 20461928 238468 4570284    0    0     0    47 1468 2654  1  1 98  0  0  0
 1  0      0 20504268 238480 4570296    0    0     0    95 1504 2701  1  1 98  0  0  0
 1  0      0 20554496 238488 4570312    0    0     0    64 1510 2646  1  1 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 20546288 238500 4570320    0    0     0    25 1555 2661  1  1 97  0  0  0
 0  0      0 20569564 238516 4570340    0    0     0    93 1608 2754  1  1 97  0  0  0
 0  0      0 20511900 238536 4570352    0    0     0    46 1689 2774  2  1 97  0  0  0
 0  0      0 20540408 238544 4570368    0    0     0    85 1516 2713  1  1 98  0  0  0
 0  0      0 20515380 238556 4570384    0    0     0    75 1515 2700  1  1 97  0  0  0
 0  0      0 20631436 238564 4570524    0    0     0    32 1535 2619  1  1 98  0  0  0
 0  0      0 20554844 238572 4570544    0    0     0    95 1625 2649  1  1 98  0  0  0
 0  0      0 20615524 238584 4570556    0    0     0    59 1521 2752  1  1 98  0  0  0
 0  0      0 20486144 238592 4570576    0    0     0    34 1455 2707  1  1 98  0  0  0
 0  0      0 20553552 238604 4570584    0    0     0    93 1464 2683  1  1 97  0  0  0
 0  0      0 20594592 238612 4570600    0    0     0    88 1500 2664  1  1 98  0  0  0
 0  0      0 20545420 238624 4570620    0    0     0    28 1439 2637  1  1 98  0  0  0
 0  0      0 20498208 238632 4570632    0    0     0    93 1460 2687  1  1 98  0  0  0
 0  0      0 20520016 238640 4570656    0    0     0    23 1623 2740  2  1 97  0  0  0
 0  0      0 20550612 238660 4570668    0    0     0   102 1487 2673  1  1 98  0  0  0
 1  0      0 20615588 238668 4570680    0    0     0    83 1543 2673  1  1 98  0  0  0
 0  0      0 20597540 238680 4570688    0    0     0    25 1567 2673  1  1 98  0  0  0
 0  0      0 20570636 238704 4570668    0    0     0   123 1488 2671  1  1 98  0  0  0
 0  0      0 20529924 238716 4570676    0    0     0    40 1519 2657  1  1 97  0  0  0
 0  0      0 20542780 238728 4570684    0    0     0   101 1498 2667  1  1 98  0  0  0
 1  0      0 20566696 238740 4570704    0    0     0    72 1415 2675  1  1 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 20562792 238752 4570716    0    0     0    32 1577 2701  1  1 98  0  0  0
 1  0      0 20589356 238760 4570728    0    0     0   101 1460 2711  1  1 98  0  0  0
 0  0      0 20590156 238772 4570740    0    0     0    90 1407 2647  1  1 98  0  0  0
 0  0      0 20586408 238780 4570764    0    0     0    73 1407 2672  1  1 98  0  0  0
 0  0      0 20592012 238788 4570772    0    0     0    36 1374 2636  1  1 98  0  0  0
 0  0      0 20575048 238816 4570784    0    0     0   109 1432 2658  1  1 97  0  0  0
 0  0      0 20563464 238824 4570800    0    0     0    66 1486 2684  2  1 97  0  0  0
 0  0      0 20511128 238836 4570812    0    0     0    33 1488 2681  1  1 98  0  0  0
 0  0      0 20544084 238844 4570956    0    0     0    92 2812 2716  3  1 96  0  0  0
 0  0      0 20567620 238856 4570964    0    0     0    38 1428 2667  1  1 98  0  0  0
 0  0      0 20572776 238864 4570980    0    0     0    61 1489 2697  1  1 97  0  0  0
 1  0      0 20515620 238896 4571012    0    0     0   142 1552 2712  1  1 98  0  0  0
 0  0      0 20565060 238908 4571020    0    0     0    25 1499 2668  1  1 98  0  0  0
 0  0      0 20496940 238916 4571032    0    0     0    82 1508 2725  1  1 98  0  0  0
 0  0      0 20610268 238924 4571052    0    0     0    88 1431 2652  1  1 98  0  0  0
 0  0      0 20645520 238936 4571068    0    0     0    34 1475 2704  1  1 97  0  0  0
 0  0      0 20607956 238948 4571076    0    0     0    94 1439 2719  1  1 98  0  0  0
 0  0      0 20539880 238964 4571092    0    0     0    50 1395 2641  1  1 98  0  0  0
 0  0      0 20582640 238976 4571112    0    0     0    62 1422 2651  1  1 97  0  0  0
 0  0      0 20599276 238988 4571116    0    0     0    95 1450 2646  1  1 98  0  0  0
 0  0      0 20533584 238996 4571140    0    0     0    25 1427 2647  1  1 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 20683608 239004 4571152    0    0     0    62 1465 2662  2  1 97  0  0  0
 0  0      0 20570832 239016 4571168    0    0     0    96 1512 2676  1  1 98  0  0  0
 0  0      0 20634476 239028 4571192    0    0     0    25 1455 2656  1  1 97  0  0  0
 1  0      0 20610872 239036 4571204    0    0     0    86 1449 2641  1  1 97  0  0  0
 0  0      0 20554708 239048 4571220    0    0     0    26 1476 2753  1  1 98  0  0  0
 0  0      0 20531456 239060 4571240    0    0     0   104 1482 2687  1  1 98  0  0  0
 1  0      0 20542396 239068 4571256    0    0     0    79 1479 2692  1  1 98  0  0  0
 0  0      0 20591796 239076 4571264    0    0     0    27 1431 2704  1  1 98  0  0  0
 0  0      0 20569792 239096 4571296    0    0     0    90 1477 2688  1  1 98  0  0  0
 0  0      0 20578088 239108 4571308    0    0     0    23 1385 2644  1  1 98  0  0  0
 0  0      0 20587584 239116 4571308    0    0     0    98 1457 2667  1  1 97  0  0  0
 0  0      0 20542464 239124 4571332    0    0     0   112 1500 2680  1  1 97  0  0  0
 0  0      0 20532200 239136 4571476    0    0     0    82 1490 2681  1  1 98  0  0  0
 0  0      0 20587888 239144 4571508    0    0     0    22 1470 2713  1  1 98  0  0  0
 0  0      0 20551708 239156 4571520    0    0     0   118 1520 2726  2  1 97  0  0  0
 1  0      0 20580660 239164 4571532    0    0     0    74 1422 2620  1  1 98  0  0  0
 0  0      0 20657136 239176 4571544    0    0     0    94 1521 2692  1  1 98  0  0  0
 0  0      0 20592448 239184 4571564    0    0     0    22 1446 2669  1  1 98  0  0  0
 1  0      0 20619088 239192 4571576    0    0     0    54 1423 2642  1  1 98  0  0  0
 0  0      0 20626940 239212 4571588    0    0     0    59 1526 2676  1  1 97  0  0  0
 0  0      0 20578020 239228 4571600    0    0     0    94 1472 2677  1  1 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 20559632 239236 4571612    0    0     0    18 1401 2640  1  1 98  0  0  0
 0  0      0 20514524 239248 4571628    0    0     0    83 1463 2684  1  1 98  0  0  0
 0  0      0 20612908 239260 4571636    0    0     0    86 1395 2652  1  1 98  0  0  0
 0  0      0 20573316 239268 4571660    0    0     0    22 1443 2676  1  1 98  0  0  0
 0  0      0 20577060 239276 4571676    0    0     0    94 1476 2711  1  1 97  0  0  0
 1  0      0 20610468 239288 4571692    0    0     0    18 1453 2672  1  1 98  0  0  0
 0  0      0 20576872 239296 4571708    0    0     0   118 1539 2663  1  1 98  0  0  0
 0  0      0 20581020 239308 4571724    0    0     0    58 1534 2714  2  1 97  0  0  0
 0  0      0 20545892 239316 4571732    0    0     0    98 1497 2660  1  1 97  0  0  0
 0  0      0 20541156 239324 4571744    0    0     0     7 1531 2670  1  1 98  0  0  0
 0  0      0 20624616 239336 4571764    0    0     0    73 1607 2647  1  1 98  0  0  0
 3  0      0 20616188 239364 4571768    0    0     0    58 1441 2575  1  1 98  0  0  0
 0  0      0 20634008 239376 4571780    0    0     0   109 1513 2630  1  1 98  0  0  0
 0  0      0 20579496 239384 4571788    0    0     0   100 1471 2667  1  1 98  0  0  0
 0  0      0 20587336 239396 4571804    0    0     0    31 1456 2635  1  1 98  0  0  0
 0  0      0 20552304 239404 4571820    0    0     0    88 1454 2668  1  1 98  0  0  0
 0  0      0 20502832 239404 4571960    0    0     0    44 1443 2669  1  1 98  0  0  0
 1  0      0 20577432 239412 4571976    0    0     0    17 1542 2696  2  1 97  0  0  0
 0  0      0 20627192 239424 4571996    0    0     0    94 1485 2710  1  1 97  0  0  0
 1  0      0 20556872 239436 4572020    0    0     0   114 1470 2783  1  1 97  0  0  0
 0  0      0 20636160 239448 4572028    0    0     0   119 1492 2652  1  1 98  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 20551696 239456 4572052    0    0     0    14 1543 2681  2  1 97  0  0  0
 0  0      0 20585156 239464 4572060    0    0     0    86 1436 2672  1  1 98  0  0  0
 0  0      0 20632580 239496 4572080    0    0     0    57 1446 2662  1  1 98  0  0  0
 0  0      0 20542596 239496 4572092    0    0     0    79 1431 2681  1  1 98  0  0  0
 0  0      0 20567152 239520 4572108    0    0     0    69 1566 2733  1  1 97  0  0  0
 0  0      0 20556528 239532 4572128    0    0     0    38 1509 2642  1  1 97  0  0  0
 0  0      0 20647832 239532 4572136    0    0     0    88 1448 2670  1  1 98  0  0  0
 0  0      0 20589992 239540 4572156    0    0     0    62 1474 2694  1  1 98  0  0  0
 1  0      0 20560800 239576 4572172    0    0     0    85 1544 2718  1  1 98  0  0  0
 0  0      0 20629568 239584 4576220    0    0     0    50 1838 3205  2  1 97  0  0  0
 0  0      0 20573336 239596 4576232    0    0     0    58 1404 2694  1  1 98  0  0  0
 0  0      0 20627304 239604 4576248    0    0     0    38 1455 2657  1  1 98  0  0  0
 0  0      0 20605396 239604 4576264    0    0     0    71 1410 2697  1  1 97  0  0  0
 0  0      0 20575868 239616 4576272    0    0     0    41 1453 2665  1  1 97  0  0  0
 0  0      0 20548404 239640 4576288    0    0     0   117 1541 2682  1  1 97  0  0  0
 0  0      0 20559212 239640 4576304    0    0     0    49 1542 2671  2  1 97  0  0  0
