procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 23869100 157236 3263340    0    0     0     8 1874 1924  5  8 87  0  0  0
 1  0      0 23798416 157244 3263344    0    0     0     6 1901 1902  5  8 87  0  0  0
 2  0      0 23799072 157252 3263348    0    0     0    14 1926 1897  5  8 87  0  0  0
 1  0      0 23820528 157260 3263348    0    0     0     9 1855 1948  5  8 86  0  0  0
 1  0      0 23801920 157268 3263356    0    0     0    22 1897 1918  5  8 87  0  0  0
 1  0      0 23775760 157276 3263356    0    0     0     9 1814 1919  5  8 87  0  0  0
 1  0      0 23893976 157284 3263360    0    0     0    22 1823 1923  5  8 87  0  0  0
 1  0      0 23880432 157292 3263360    0    0     0    11 1876 1901  5  8 87  0  0  0
 1  0      0 23815368 157300 3263364    0    0     0    11 1864 1927  6  7 87  0  0  0
 1  0      0 23813788 157308 3263364    0    0     0     6 1852 1894  5  8 87  0  0  0
 1  0      0 23802100 157316 3263368    0    0     0    14 1852 1914  5  8 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 23826620 157324 3263368    0    0     0    10 1864 1921  5  8 87  0  0  0
 1  0      0 23842340 157332 3263372    0    0     0    10 1877 1933  5  8 87  0  0  0
 1  0      0 23789224 157340 3263372    0    0     0     6 1904 1901  5  8 87  0  0  0
 1  0      0 23832588 157356 3263376    0    0     0    34 1921 1944  5  8 86  0  0  0
 1  0      0 23851048 157364 3263376    0    0     0    17 1826 1902  5  8 87  0  0  0
 1  0      0 23924756 157372 3263372    0    0     0    18 1822 1928  5  8 87  0  0  0
 1  0      0 23889468 157372 3263380    0    0     0     6 1796 1906  5  8 87  0  0  0
 1  0      0 23834988 157380 3263384    0    0     0     6 1794 1929  6  7 87  0  0  0
 1  0      0 23805696 157388 3263384    0    0     0    11 1892 1907  5  8 87  0  0  0
 1  0      0 23856072 157404 3263392    0    0     0    16 1827 1957  5  8 87  0  0  0
 2  0      0 23914896 157412 3263392    0    0     0    43 1793 1930  5  8 87  0  0  0
 1  0      0 23887220 157420 3263396    0    0     0    23 1728 1904  5  8 87  0  0  0
 1  0      0 23888616 157420 3263400    0    0     0    12 1837 1943  5  8 87  0  0  0
 1  0      0 23875672 157428 3263400    0    0     0    12 1834 1953  5  8 87  0  0  0
 1  0      0 23804888 157436 3263404    0    0     0    14 1895 1924  5  8 86  0  0  0
 1  0      0 23864456 157444 3263404    0    0     0     8 1804 1913  5  8 87  0  0  0
 2  0      0 23743236 157452 3263408    0    0     0    10 1792 1919  5  8 87  0  0  0
 1  0      0 23849844 157460 3263408    0    0     0    31 1760 1910  6  7 87  0  0  0
 1  0      0 23841120 157476 3263412    0    0     0    34 2430 2021  6  8 86  0  0  0
 1  0      0 23854548 157484 3263412    0    0     0    26 1790 1950  5  8 87  0  0  0
 1  0      0 23810388 157484 3263416    0    0     0    10 1864 1930  5  8 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 23868636 157492 3263416    0    0     0    20 1795 1912  5  8 87  0  0  0
 1  0      0 23847220 157500 3263428    0    0     0     8 1861 1903  5  8 87  0  0  0
 1  0      0 23844076 157508 3263428    0    0     0    11 1809 1904  5  8 87  0  0  0
 1  0      0 23809480 157516 3263432    0    0     0     8 1840 1922  5  8 87  0  0  0
 1  0      0 23801856 157524 3263432    0    0     0    14 1863 1935  5  8 87  0  0  0
 1  0      0 23886504 157532 3263436    0    0     0     6 1852 1908  5  8 87  0  0  0
 1  0      0 23835748 157540 3263436    0    0     0    11 1775 1907  6  7 87  0  0  0
 1  0      0 23839572 157548 3263440    0    0     0     6 1924 1924  5  8 87  0  0  0
 1  0      0 23875568 157556 3263444    0    0     0    10 1800 1898  5  8 87  0  0  0
 1  0      0 23842364 157564 3263452    0    0     0     6 1786 1910  5  8 87  0  0  0
 1  0      0 23893232 157572 3263452    0    0     0    22 1740 1915  5  8 87  0  0  0
 1  0      0 23927180 157580 3263456    0    0     0    10 1813 1935  5  8 86  0  0  0
 1  0      0 23773064 157588 3263460    0    0     0    11 1727 1911  5  8 87  0  0  0
 1  0      0 23791976 157596 3263460    0    0     0     8 1785 1915  5  8 87  0  0  0
 1  0      0 23811344 157604 3263464    0    0     0    11 1704 1887  5  8 87  0  0  0
 1  0      0 23870712 157620 3263464    0    0     0    38 1760 1927  5  8 87  0  0  0
 1  0      0 23867952 157628 3263468    0    0     0    15 1769 1917  5  8 87  0  0  0
 1  0      0 23816132 157628 3263468    0    0     0    10 1806 1900  6  7 87  0  0  0
 1  0      0 23816900 157636 3263472    0    0     0    11 1732 1922  5  8 87  0  0  0
 1  0      0 23830920 157644 3263472    0    0     0     8 1769 1928  5  8 87  0  0  0
 1  0      0 23880304 157652 3263476    0    0     0    19 1762 1920  5  8 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 23871060 157660 3263476    0    0     0     6 1753 1898  5  8 87  0  0  0
 1  0      0 23928132 157668 3263480    0    0     0    13 1891 1932  6  8 86  0  0  0
 1  0      0 23811552 157676 3263480    0    0     0    13 1833 1894  5  8 87  0  0  0
 1  0      0 23841976 157684 3263484    0    0     0     9 1865 1924  5  8 87  0  0  0
 1  0      0 23803608 157692 3263496    0    0     0     9 1857 1960  5  8 87  0  0  0
 1  0      0 23878228 157700 3263504    0    0     0    56 1893 1926  5  8 87  0  0  0
 1  0      0 23831524 157708 3263504    0    0     0     7 2276 2846  6  7 87  0  0  0
 1  0      0 23899148 157716 3263508    0    0     0    11 1897 1934  5  8 87  0  0  0
 1  0      0 23836820 157724 3263508    0    0     0     8 1831 1892  5  8 87  0  0  0
 1  0      0 23851184 157732 3263512    0    0     0    11 1840 1922  5  8 87  0  0  0
 1  0      0 23871308 157740 3263512    0    0     0    14 1901 1943  5  8 87  0  0  0
 1  0      0 23887280 157748 3263520    0    0     0    13 1915 1909  5  8 87  0  0  0
 1  0      0 23861184 157756 3263524    0    0     0     7 1923 1913  5  8 86  0  0  0
 1  0      0 23848972 157764 3263524    0    0     0    13 1838 1934  5  8 87  0  0  0
 1  0      0 23870128 157772 3263528    0    0     0    18 1878 1907  5  8 87  0  0  0
 1  0      0 23843048 157780 3263528    0    0     0     6 1867 1938  5  8 87  0  0  0
 1  0      0 23833164 157788 3263532    0    0     0    10 1901 1915  6  7 87  0  0  0
 1  0      0 23811856 157796 3263532    0    0     0     8 1876 1896  5  8 87  0  0  0
 1  0      0 23876040 157804 3263536    0    0     0     7 1867 1954  5  8 87  0  0  0
 1  0      0 23885380 157812 3263536    0    0     0     5 1899 2042  5  8 87  0  0  0
 1  0      0 23830352 157820 3263540    0    0     0    10 1942 1943  5  8 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 23864104 157828 3263540    0    0     0    11 1854 1917  5  8 87  0  0  0
 1  0      0 23852436 157836 3263548    0    0     0     6 1885 1933  5  8 87  0  0  0
 1  0      0 23848996 157844 3263548    0    0     0     6 1820 1922  5  8 87  0  0  0
 2  0      0 23796772 157852 3263552    0    0     0    11 1875 1933  5  8 86  0  0  0
 1  0      0 23853396 157860 3263552    0    0     0     6 1719 1902  5  8 87  0  0  0
 1  0      0 23885540 157868 3263564    0    0     0    23 1827 1923  6  7 87  0  0  0
 1  0      0 23779712 157876 3263560    0    0     0    10 1899 1915  5  8 87  0  0  0
 1  0      0 23897280 157884 3263564    0    0     0     9 1805 1942  5  8 87  0  0  0
 1  0      0 23821648 157892 3263568    0    0     0    28 1789 1925  5  8 87  0  0  0
 1  0      0 23835300 157900 3263572    0    0     0    18 1938 1948  5  8 87  0  0  0
 1  0      0 23886220 157908 3263572    0    0     0    18 1848 1929  5  8 87  0  0  0
 1  0      0 23829040 157916 3263576    0    0     0    18 1839 1906  5  8 87  0  0  0
 1  0      0 23856208 157924 3263580    0    0     0     8 1834 1896  5  8 87  0  0  0
 1  0      0 23876580 157932 3263580    0    0     0     6 1864 1937  5  8 87  0  0  0
 2  0      0 23860100 157940 3263584    0    0     0    14 1965 1921  6  8 86  0  0  0
 2  0      0 23790616 157956 3263584    0    0     0    41 1863 1926  6  7 87  0  0  0
 1  1      0 23801060 157960 3263588    0    0     0    15 1789 1903  5  8 87  0  0  0
 1  0      0 23814152 157964 3263588    0    0     0     1 2027 1908  5  8 87  0  0  0
 1  0      0 23839540 157972 3263592    0    0     0    16 2039 1912  5  8 87  0  0  0
 1  0      0 23889400 157980 3263592    0    0     0    21 1838 1909  5  8 87  0  0  0
 1  0      0 23805536 157988 3263596    0    0     0     6 1842 1949  5  8 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 23822876 157996 3263596    0    0     0    11 1772 1923  5  8 87  0  0  0
 1  0      0 23885504 158004 3263600    0    0     0     4 1754 1906  5  8 87  0  0  0
 1  0      0 23889328 158012 3263600    0    0     0     5 1801 1905  5  8 87  0  0  0
 1  0      0 23843120 158020 3263604    0    0     0     5 1811 1902  5  8 87  0  0  0
 1  0      0 23864068 158036 3263604    0    0     0    35 1858 1960  6  7 87  0  0  0
 1  0      0 23813800 158044 3263612    0    0     0    36 1936 1944  5  8 86  0  0  0
 1  0      0 23777232 158052 3263612    0    0     0    12 1807 1917  5  8 87  0  0  0
 1  0      0 23789568 158052 3263616    0    0     0     3 1838 1917  5  8 87  0  0  0
 1  0      0 23885348 158060 3263616    0    0     0     6 1787 1896  5  8 87  0  0  0
 1  0      0 23883244 158068 3263620    0    0     0     6 1847 1913  5  8 87  0  0  0
 1  0      0 23840336 158076 3263620    0    0     0     9 1818 1928  5  8 87  0  0  0
 1  0      0 23840268 158084 3263624    0    0     0    10 1778 1915  5  8 87  0  0  0
 1  0      0 23849700 158092 3263632    0    0     0    19 1861 1942  5  8 87  0  0  0
 1  0      0 23861860 158100 3263632    0    0     0    14 1856 1928  5  8 87  0  0  0
 1  0      0 23873300 158108 3263636    0    0     0     5 1753 1884  5  8 87  0  0  0
 1  0      0 23863768 158116 3263636    0    0     0     5 1821 1936  6  7 87  0  0  0
 1  0      0 23850148 158124 3263640    0    0     0     6 1888 1936  5  8 86  0  0  0
 1  0      0 23798332 158132 3263640    0    0     0     6 1841 1877  5  8 87  0  0  0
 1  0      0 23816404 158140 3263644    0    0     0    14 1768 1928  5  8 87  0  0  0
 1  0      0 23831700 158148 3263644    0    0     0    30 1779 1920  5  8 87  0  0  0
 1  0      0 23830532 158156 3263648    0    0     0    14 1760 1883  5  8 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 23886124 158164 3263648    0    0     0    18 1845 1944  5  8 87  0  0  0
 1  0      0 23780780 158172 3263652    0    0     0    42 2320 1966  6  8 86  0  0  0
 1  0      0 23833880 158180 3263652    0    0     0     9 1809 1930  5  8 87  0  0  0
 1  0      0 23858700 158188 3263660    0    0     0     8 1865 1915  5  8 87  0  0  0
 1  0      0 23858376 158196 3263660    0    0     0    20 1803 1926  6  7 87  0  0  0
 2  0      0 23806168 158204 3263664    0    0     0     6 1777 1884  5  8 87  0  0  0
 1  0      0 23823648 158212 3263664    0    0     0     9 1869 1935  5  8 87  0  0  0
 1  0      0 23835692 158220 3263668    0    0     0     4 1896 1958  5  8 87  0  0  0
 1  0      0 23865552 158228 3263672    0    0     0     6 1861 1911  5  8 87  0  0  0
 1  0      0 23915180 158236 3263676    0    0     0    10 1830 1924  5  8 87  0  0  0
 1  0      0 23827512 158244 3263676    0    0     0     8 1850 1928  5  8 87  0  0  0
 2  0      0 23848800 158252 3263680    0    0     0    24 1895 1898  5  8 87  0  0  0
 1  0      0 23856968 158260 3263684    0    0     0     6 1941 1902  5  8 87  0  0  0
 1  0      0 23836392 158268 3263684    0    0     0    10 1833 1906  5  8 87  0  0  0
 1  0      0 23843000 158276 3263688    0    0     0     6 1793 1918  6  7 87  0  0  0
 1  0      0 23942980 158284 3263692    0    0     0    16 1872 1912  5  8 87  0  0  0
 1  0      0 23908936 158292 3263696    0    0     0     4 1860 1916  5  8 87  0  0  0
 1  0      0 23855724 158300 3263696    0    0     0     6 1876 1956  5  8 86  0  0  0
 1  0      0 23873676 158308 3263700    0    0     0    19 1884 1886  5  8 87  0  0  0
 1  0      0 23944188 158316 3263700    0    0     0     8 1950 1960  5  8 87  0  0  0
 1  0      0 23857824 158324 3263704    0    0     0     9 1910 1928  5  8 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 23853416 158332 3263704    0    0     0     6 1896 1947  5  8 87  0  0  0
 1  0      0 23844856 158340 3263708    0    0     0     9 1828 1908  5  8 87  0  0  0
 1  0      0 23853616 158348 3263708    0    0     0     5 1898 1923  5  8 87  0  0  0
 1  0      0 23856748 158356 3263712    0    0     0    14 1883 1890  6  7 87  0  0  0
 1  0      0 23887540 158364 3263712    0    0     0    10 1861 1925  5  8 87  0  0  0
 1  0      0 23935748 158372 3263716    0    0     0     9 1838 1917  5  8 87  0  0  0
 1  0      0 23837796 158380 3263716    0    0     0    12 1996 2020  5  8 87  0  0  0
 1  0      0 23806684 158388 3263720    0    0     0     8 1920 2008  5  8 87  0  0  0
 1  0      0 23812212 158396 3263720    0    0     0     6 1848 1923  5  8 86  0  0  0
 1  0      0 23858868 158404 3263724    0    0     0     5 1801 1891  5  8 87  0  0  0
 1  0      0 23911820 158412 3263728    0    0     0    34 1879 1950  5  8 87  0  0  0
 1  0      0 23832752 158420 3263736    0    0     0    35 1908 1925  5  8 87  0  0  0
 1  0      0 23847288 158428 3263740    0    0     0    33 2019 1984  6  8 86  0  0  0
 1  0      0 23802056 158436 3263740    0    0     0    16 1883 1916  6  7 87  0  0  0
 1  0      0 23781312 158444 3263744    0    0     0    17 1901 1928  5  8 87  0  0  0
 1  0      0 23795176 158452 3263744    0    0     0     5 1813 1925  5  8 87  0  0  0
 1  0      0 23842728 158460 3263748    0    0     0     8 1838 1891  5  8 87  0  0  0
 1  0      0 23826528 158468 3263748    0    0     0     5 1891 1894  5  8 87  0  0  0
 1  0      0 23818656 158476 3263752    0    0     0    21 1931 1917  5  8 87  0  0  0
 1  0      0 23848680 158484 3263752    0    0     0    11 1818 1919  5  8 87  0  0  0
 1  0      0 23800388 158492 3263756    0    0     0     5 1752 1897  5  8 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 23799104 158500 3263756    0    0     0     5 1872 1908  5  8 87  0  0  0
 1  0      0 23860708 158508 3263760    0    0     0     5 1809 1908  5  8 87  0  0  0
 2  0      0 23893964 158516 3265940    0    0     0     6 1928 2178  6  7 87  0  0  0
 2  0      0 23850064 158524 3263768    0    0     0     9 2241 2645  5  8 86  0  0  0
 2  0      0 23836224 158532 3263768    0    0     0    13 1947 1946  5  8 87  0  0  0
 1  0      0 23813556 158540 3263780    0    0     0     6 1895 1918  5  8 86  0  0  0
 1  0      0 23895312 158548 3263780    0    0     0     7 1940 1902  5  8 87  0  0  0
 1  0      0 23887812 158556 3263784    0    0     0     6 1950 1908  5  8 87  0  0  0
 1  0      0 23914412 158564 3263788    0    0     0    11 1779 1912  5  8 87  0  0  0
 1  0      0 23879956 158572 3263792    0    0     0    10 1796 1921  5  8 87  0  0  0
 1  0      0 23864976 158580 3263792    0    0     0    19 1826 1930  5  8 87  0  0  0
 2  0      0 23885376 158588 3263796    0    0     0    10 1874 1897  5  8 87  0  0  0
 1  0      0 23788824 158596 3263800    0    0     0    25 1814 1905  6  8 87  0  0  0
 2  0      0 23869128 158604 3263872    0    0     0    35 1908 1941  6  8 86  0  0  0
 1  0      0 23783720 158612 3263876    0    0     0    27 1853 1901  5  8 87  0  0  0
 1  0      0 23771180 158620 3263876    0    0     0     9 1845 1908  5  8 87  0  0  0
 1  0      0 23779372 158628 3263880    0    0     0     3 1913 1955  5  8 86  0  0  0
 2  1      0 23814556 158636 3263880    0    0     0    30 1765 1897  5  8 87  0  0  0
 1  0      0 23850412 158636 3263884    0    0     0     0 1867 1972  5  8 87  0  0  0
 1  0      0 23762912 158644 3263888    0    0     0    66 1796 1901  5  8 87  0  0  0
 1  0      0 23800632 158652 3263888    0    0     0  3598 1800 1899  5  8 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 23828680 158660 3263892    0    0     0    34 1836 1913  5  8 87  0  0  0
 1  0      0 23844012 158668 3263892    0    0     0     5 1821 1921  5  8 87  0  0  0
 1  0      0 23841116 158676 3263896    0    0     0     6 1875 1902  6  7 87  0  0  0
 1  0      0 23836532 158684 3263896    0    0     0     9 1865 1921  5  8 87  0  0  0
 1  0      0 23824044 158692 3263900    0    0     0     6 1876 1923  5  8 87  0  0  0
 1  0      0 23865336 158700 3263900    0    0     0     6 1743 1884  5  8 87  0  0  0
 1  0      0 23826460 158708 3263908    0    0     0     6 1929 1909  5  8 86  0  0  0
 1  0      0 23773492 158716 3263908    0    0     0    12 1884 1902  5  8 87  0  0  0
 1  0      0 23818852 158724 3263912    0    0     0     6 2096 1937  5  8 86  0  0  0
 1  0      0 23837476 158732 3263912    0    0     0    17 1889 1919  5  8 87  0  0  0
 1  0      0 23832356 158740 3263916    0    0     0     6 1875 1916  5  8 87  0  0  0
 1  0      0 23835988 158748 3263916    0    0     0    11 1869 1903  5  8 87  0  0  0
 1  0      0 23859464 158756 3263920    0    0     0     6 1863 1919  6  7 87  0  0  0
 1  0      0 23864648 158764 3263924    0    0     0     9 1859 1925  5  8 87  0  0  0
 1  0      0 23803264 158772 3263924    0    0     0    10 1901 1930  5  8 87  0  0  0
 1  0      0 23809432 158780 3263928    0    0     0     4 1877 1943  5  8 87  0  0  0
 1  0      0 23806816 158788 3263928    0    0     0     6 1811 1930  5  8 87  0  0  0
 2  0      0 23815136 158796 3263932    0    0     0    17 1877 1929  5  8 87  0  0  0
 1  0      0 23842328 158804 3263932    0    0     0    10 1902 1917  5  8 87  0  0  0
 1  0      0 23870124 158812 3263936    0    0     0     5 1895 1902  5  8 87  0  0  0
 1  0      0 23867712 158820 3263940    0    0     0    11 1910 1927  5  8 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 23856956 158828 3263940    0    0     0     6 1873 1912  5  8 87  0  0  0
 1  0      0 23805092 158836 3263940    0    0     0     8 1849 1940  6  7 87  0  0  0
 1  0      0 23806988 158844 3263944    0    0     0    27 2231 1953  5  8 86  0  0  0
 1  0      0 23884672 158852 3263944    0    0     0    16 1828 1949  5  8 87  0  0  0
 1  0      0 23858036 158860 3263948    0    0     0    10 1821 1934  5  8 87  0  0  0
 1  0      0 23796272 158868 3263952    0    0     0     9 1901 1900  5  8 87  0  0  0
 1  0      0 23861576 158876 3263956    0    0     0     6 1878 1916  5  8 87  0  0  0
 1  0      0 23819624 158884 3263956    0    0     0    10 1907 1971  5  8 86  0  0  0
 1  0      0 23857684 158892 3263960    0    0     0    11 1876 1925  5  8 87  0  0  0
 1  0      0 23878400 158908 3263960    0    0     0    53 1829 1915  5  8 87  0  0  0
 1  0      0 23895300 158916 3263964    0    0     0    10 1827 1926  5  8 87  0  0  0
 1  0      0 23901688 158916 3263964    0    0     0    10 1822 1899  6  7 87  0  0  0
 1  0      0 23864680 158924 3263968    0    0     0     7 1884 1917  5  8 87  0  0  0
 1  0      0 23839564 158932 3263972    0    0     0     5 1793 1918  5  8 87  0  0  0
 1  0      0 23817644 158940 3263972    0    0     0    11 1813 1927  5  8 87  0  0  0
 1  0      0 23826884 158948 3263976    0    0     0    20 1848 1899  5  8 87  0  0  0
 1  0      0 23893056 158956 3263976    0    0     0    27 1898 1927  5  8 87  0  0  0
 1  0      0 23838952 158964 3263980    0    0     0    26 1865 1893  5  8 87  0  0  0
 1  0      0 23866232 158972 3263980    0    0     0     6 1885 1936  5  8 86  0  0  0
 1  0      0 23814088 158980 3263984    0    0     0     8 1987 1932  5  8 87  0  0  0
 1  0      0 23870768 158988 3263988    0    0     0     8 2013 1908  5  8 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  0      0 23788828 158996 3263992    0    0     0     8 1841 1939  6  7 87  0  0  0
 1  0      0 23856276 159004 3263992    0    0     0    62 1881 1922  5  8 87  0  0  0
 1  0      0 23864624 159012 3263996    0    0     0    10 1826 1897  5  8 87  0  0  0
 1  0      0 23845312 159020 3263996    0    0     0    15 1894 1912  5  8 87  0  0  0
 1  0      0 23840288 159028 3264000    0    0     0    11 1889 1930  5  8 87  0  0  0
 1  0      0 23764488 159036 3264000    0    0     0    10 1905 1914  5  8 87  0  0  0
 1  0      0 23787504 159044 3264004    0    0     0     7 1888 1913  5  8 87  0  0  0
 1  0      0 23820896 159052 3264004    0    0     0     8 1897 1911  5  8 87  0  0  0
 1  0      0 23821964 159060 3264008    0    0     0     7 1934 1918  5  8 87  0  0  0
 1  0      0 23888740 159068 3264008    0    0     0    18 1939 1924  5  8 86  0  0  0
 1  0      0 23841964 159076 3264012    0    0     0    10 1805 1931  6  7 87  0  0  0
 1  0      0 23825724 159084 3264012    0    0     0     9 1874 1913  5  8 87  0  0  0
 1  0      0 23816464 159092 3264016    0    0     0    10 1920 1917  5  8 87  0  0  0
 1  0      0 23845564 159100 3264020    0    0     0    10 1815 1915  5  8 87  0  0  0
 1  0      0 23817608 159108 3264020    0    0     0    14 1917 1914  5  8 87  0  0  0
 1  0      0 23796116 159116 3264024    0    0     0     7 1985 1966  5  8 87  0  0  0
 1  0      0 23864524 159124 3264016    0    0     0    48 1922 1972  5  8 87  0  0  0
 1  0      0 23825648 159132 3264020    0    0     0    10 1810 1929  5  8 87  0  0  0
 1  0      0 23842348 159140 3264020    0    0     0    14 1886 1932  5  8 87  0  0  0
 1  0      0 23875420 159148 3264024    0    0     0     6 1855 1907  5  8 87  0  0  0
 1  0      0 23844392 159156 3264024    0    0     0    12 1932 1937  6  8 86  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 23825848 159164 3264028    0    0     0     7 1825 1888  6  7 87  0  0  0
 1  0      0 23865932 159172 3264028    0    0     0     6 1883 1954  5  8 87  0  0  0
 1  0      0 23896544 159180 3264036    0    0     0    17 1931 1923  5  8 87  0  0  0
 1  0      0 23879532 159188 3264036    0    0     0    14 1915 1927  5  8 87  0  0  0
 2  0      0 23842868 159196 3264040    0    0     0    13 1835 1902  5  8 87  0  0  0
 1  0      0 23788492 159204 3264040    0    0     0    15 1860 1916  5  8 87  0  0  0
 1  0      0 23872056 159212 3264048    0    0     0    14 1777 1929  5  8 87  0  0  0
 1  0      0 23816136 159228 3264048    0    0     0    34 1794 1926  5  8 87  0  0  0
 1  0      0 23790232 159236 3264052    0    0     0    17 1861 1910  5  8 87  0  0  0
 1  0      0 23865364 159236 3264052    0    0     0    12 1882 1922  5  8 87  0  0  0
 1  0      0 23825296 159244 3264056    0    0     0     8 1850 1929  6  7 87  0  0  0
 1  0      0 23889104 159252 3264060    0    0     0     7 1876 1878  6  8 86  0  0  0
 1  0      0 23871604 159260 3264060    0    0     0    14 1893 1917  5  8 87  0  0  0
 1  0      0 23840088 159268 3264064    0    0     0     5 1873 1934  5  8 87  0  0  0
 1  0      0 23878000 159276 3264064    0    0     0    10 1875 1922  5  8 87  0  0  0
 1  0      0 23859264 159284 3264068    0    0     0    10 1895 1938  5  8 87  0  0  0
 1  0      0 23950484 159292 3264068    0    0     0     9 1848 1938  5  8 87  0  0  0
 1  0      0 23823132 159300 3264072    0    0     0    15 1950 1903  5  8 87  0  0  0
 1  0      0 23870404 159308 3264072    0    0     0    12 1911 1933  5  8 87  0  0  0
 1  0      0 23898120 159316 3264076    0    0     0     9 1839 1938  5  8 87  0  0  0
 1  0      0 23915820 159324 3264076    0    0     0    10 2264 2927  6  7 86  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 23819060 159332 3264080    0    0     0    21 1861 1964  5  8 87  0  0  0
 1  0      0 23779572 159340 3264080    0    0     0    18 1904 1981  5  8 86  0  0  0
 1  0      0 23832000 159348 3264084    0    0     0    10 1772 1909  5  8 87  0  0  0
 1  0      0 23861324 159356 3264084    0    0     0    10 1903 2000  5  8 87  0  0  0
 1  0      0 23807948 159364 3264088    0    0     0    16 1843 2010  5  8 87  0  0  0
 1  0      0 23803940 159372 3264088    0    0     0    18 1846 2000  5  8 87  0  0  0
 1  0      0 23780808 159388 3264092    0    0     0    40 1896 2069  5  8 86  0  0  0
 1  0      0 23784812 159396 3264092    0    0     0    18 1879 1984  5  8 87  0  0  0
 2  0      0 23832784 159396 3264096    0    0     0    20 1887 1983  5  8 87  0  0  0
 1  0      0 23819400 159404 3264096    0    0     0     8 1869 2018  6  7 87  0  0  0
 1  0      0 23795324 159412 3264100    0    0     0     9 1858 1980  5  8 87  0  0  0
 1  0      0 23874044 159420 3264104    0    0     0    14 1945 2018  5  8 87  0  0  0
 1  0      0 23851068 159428 3264104    0    0     0     8 1881 2009  5  8 87  0  0  0
 1  0      0 23798156 159436 3264108    0    0     0     7 1823 1977  5  8 87  0  0  0
 1  0      0 23793252 159444 3264108    0    0     0     7 1756 1937  5  8 87  0  0  0
 1  0      0 23812804 159452 3264112    0    0     0    11 1765 1890  5  8 87  0  0  0
 1  0      0 23846588 159460 3264112    0    0     0    12 1852 1938  5  8 87  0  0  0
 1  0      0 23773564 159468 3264120    0    0     0     8 1823 1916  5  8 87  0  0  0
 1  0      0 23809448 159476 3264120    0    0     0    10 1842 1921  5  8 87  0  0  0
 1  0      0 23786692 159484 3264124    0    0     0    16 1829 1940  6  7 87  0  0  0
 1  0      0 23774780 159492 3264124    0    0     0    12 1963 1954  5  8 86  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 23816788 159500 3264128    0    0     0    28 1860 1888  5  8 87  0  0  0
 1  0      0 23804220 159508 3264128    0    0     0    16 1890 1927  5  8 87  0  0  0
 1  0      0 23860744 159516 3264132    0    0     0    18 2378 1944  5  8 86  0  0  0
 1  0      0 23892156 159524 3264132    0    0     0    14 1896 1940  5  8 87  0  0  0
 1  0      0 23834028 159532 3264136    0    0     0     5 1875 1922  5  8 87  0  0  0
 1  0      0 23863884 159540 3264136    0    0     0     8 1826 1913  5  8 87  0  0  0
 1  0      0 23904872 159548 3264140    0    0     0     8 1846 1911  5  8 87  0  0  0
 1  0      0 23858448 159556 3264144    0    0     0    13 1868 1931  5  8 87  0  0  0
