,test losses,train losses
0,2.293837070465088,2.293869733810425
1,2.2934257984161377,2.2932803630828857
2,2.2930145263671875,2.2935187816619873
3,2.2926039695739746,2.2928619384765625
4,2.2921931743621826,2.2926182746887207
5,2.291782855987549,2.2923779487609863
6,2.291372299194336,2.292116165161133
7,2.2909622192382812,2.291104555130005
8,2.2905526161193848,2.2907726764678955
9,2.29014253616333,2.289539098739624
10,2.2897326946258545,2.2900307178497314
11,2.289323091506958,2.2897231578826904
12,2.288914203643799,2.289294481277466
13,2.2885055541992188,2.289250135421753
14,2.2880969047546387,2.288511276245117
15,2.2876884937286377,2.2888011932373047
16,2.287281036376953,2.2880399227142334
17,2.2868731021881104,2.287285089492798
18,2.286465644836426,2.2863781452178955
19,2.286057710647583,2.2863411903381348
20,2.2856507301330566,2.285858154296875
21,2.285243034362793,2.2856297492980957
22,2.2848360538482666,2.2856833934783936
23,2.284428834915161,2.284872055053711
24,2.284022331237793,2.2846620082855225
25,2.283616065979004,2.2842161655426025
26,2.2832095623016357,2.2835304737091064
27,2.282803773880005,2.2834181785583496
28,2.282397747039795,2.282970428466797
29,2.281991720199585,2.282496690750122
30,2.281585931777954,2.281519651412964
31,2.2811803817749023,2.2821693420410156
32,2.2807748317718506,2.2807624340057373
33,2.280369281768799,2.280608892440796
34,2.2799646854400635,2.280411720275879
35,2.27955961227417,2.279905080795288
36,2.2791552543640137,2.279468536376953
37,2.2787508964538574,2.2792062759399414
38,2.2783467769622803,2.2792720794677734
39,2.277942657470703,2.277991533279419
40,2.2775380611419678,2.2776434421539307
41,2.2771334648132324,2.2779500484466553
42,2.276728630065918,2.2769031524658203
43,2.2763237953186035,2.2765560150146484
44,2.275918483734131,2.2760818004608154
45,2.275513172149658,2.2758853435516357
46,2.2751080989837646,2.275597333908081
47,2.2747039794921875,2.2758309841156006
48,2.2742996215820312,2.2748241424560547
49,2.273895025253296,2.2744524478912354
50,2.2734906673431396,2.2737057209014893
51,2.2730863094329834,2.2729883193969727
52,2.272681951522827,2.2733113765716553
53,2.272277355194092,2.2726383209228516
54,2.2718729972839355,2.2724387645721436
55,2.2714688777923584,2.2723166942596436
56,2.271064281463623,2.2716801166534424
57,2.2706596851348877,2.270711660385132
58,2.2702550888061523,2.2705841064453125
59,2.2698490619659424,2.2688663005828857
60,2.2694432735443115,2.269585609436035
61,2.2690372467041016,2.269418954849243
62,2.26863169670105,2.2691898345947266
63,2.2682254314422607,2.268857717514038
64,2.267819881439209,2.2683722972869873
65,2.267413854598999,2.2684502601623535
66,2.267007827758789,2.268066883087158
67,2.2666015625,2.2668697834014893
68,2.266195297241211,2.2661495208740234
69,2.2657885551452637,2.2659637928009033
70,2.2653818130493164,2.2656102180480957
71,2.264974594116211,2.265110731124878
72,2.264566659927368,2.265385866165161
73,2.2641589641571045,2.264599561691284
74,2.263751268386841,2.26466965675354
75,2.263343572616577,2.263941764831543
76,2.2629354000091553,2.2631852626800537
77,2.262526750564575,2.2631893157958984
78,2.262118339538574,2.262690305709839
79,2.261709451675415,2.2622687816619873
80,2.2613000869750977,2.261007070541382
81,2.2608907222747803,2.261969804763794
82,2.2604808807373047,2.2604379653930664
83,2.260071039199829,2.2604568004608154
84,2.2596614360809326,2.2602458000183105
85,2.259251356124878,2.2597291469573975
86,2.2588412761688232,2.2593164443969727
87,2.2584311962127686,2.258911609649658
88,2.258021116256714,2.259187698364258
89,2.257610321044922,2.257629871368408
90,2.2571990489959717,2.257228136062622
91,2.256786584854126,2.257319688796997
92,2.256373643875122,2.2564961910247803
93,2.25596022605896,2.256143569946289
94,2.2555460929870605,2.2555670738220215
95,2.255131959915161,2.255465507507324
96,2.2547173500061035,2.2552356719970703
97,2.254303455352783,2.2559962272644043
98,2.2538886070251465,2.254326343536377
99,2.2534735202789307,2.254023790359497
100,2.253058671951294,2.253441095352173
101,2.25264310836792,2.252607822418213
102,2.2522270679473877,2.252997636795044
103,2.2518110275268555,2.252286911010742
104,2.251394510269165,2.2521283626556396
105,2.2509777545928955,2.2521088123321533
106,2.2505602836608887,2.2510552406311035
107,2.2501420974731445,2.2501425743103027
108,2.2497239112854004,2.2501728534698486
109,2.2493038177490234,2.2479095458984375
110,2.2488832473754883,2.248889446258545
111,2.248461961746216,2.2488248348236084
112,2.2480406761169434,2.248783588409424
113,2.2476189136505127,2.2481613159179688
114,2.247196674346924,2.247929334640503
115,2.2467739582061768,2.247741222381592
116,2.2463507652282715,2.247736692428589
117,2.245927095413208,2.2460594177246094
118,2.2455029487609863,2.2455050945281982
119,2.24507737159729,2.2451565265655518
120,2.244652032852173,2.2449347972869873
121,2.244225263595581,2.2441117763519287
122,2.24379825592041,2.2446248531341553
123,2.243370532989502,2.243823766708374
124,2.2429428100585938,2.244166135787964
125,2.2425146102905273,2.2431299686431885
126,2.242086172103882,2.2422869205474854
127,2.24165678024292,2.24239182472229
128,2.241227149963379,2.2418274879455566
129,2.2407968044281006,2.2414326667785645
130,2.240365743637085,2.239840507507324
131,2.239933967590332,2.24114727973938
132,2.239501953125,2.239447593688965
133,2.239069700241089,2.2396512031555176
134,2.2386369705200195,2.2393739223480225
135,2.238204002380371,2.238835334777832
136,2.2377710342407227,2.2384517192840576
137,2.237337589263916,2.2378642559051514
138,2.236903667449951,2.2383487224578857
139,2.236469268798828,2.236475706100464
140,2.2360339164733887,2.2360005378723145
141,2.2355973720550537,2.235860586166382
142,2.2351598739624023,2.2352447509765625
143,2.2347216606140137,2.2348697185516357
144,2.2342824935913086,2.234164237976074
145,2.2338428497314453,2.2341630458831787
146,2.233402729034424,2.2339608669281006
147,2.2329628467559814,2.2352561950683594
148,2.2325217723846436,2.2328760623931885
149,2.2320804595947266,2.2326321601867676
150,2.2316386699676514,2.2321879863739014
151,2.2311959266662598,2.23123836517334
152,2.23075270652771,2.231689214706421
153,2.230309009552002,2.2309157848358154
154,2.229865312576294,2.2307963371276855
155,2.2294209003448486,2.230872392654419
156,2.228975534439087,2.229353189468384
157,2.228529214859009,2.2284998893737793
158,2.2280826568603516,2.2286651134490967
159,2.2276339530944824,2.225783109664917
160,2.227184295654297,2.227062463760376
161,2.226733446121216,2.2270798683166504
162,2.226282835006714,2.2272260189056396
163,2.2258310317993164,2.22629714012146
164,2.2253787517547607,2.2263271808624268
165,2.2249255180358887,2.2258286476135254
166,2.2244718074798584,2.226217746734619
167,2.2240171432495117,2.224017858505249
168,2.223562240600586,2.2236170768737793
169,2.2231056690216064,2.2230889797210693
170,2.222648859024048,2.223005771636963
171,2.2221901416778564,2.2218148708343506
172,2.221730947494507,2.222586154937744
173,2.221271276473999,2.2217471599578857
174,2.220811367034912,2.2223689556121826
175,2.220350503921509,2.2209973335266113
176,2.219888925552368,2.220048189163208
177,2.2194266319274902,2.2202556133270264
178,2.218963623046875,2.2196152210235596
179,2.2184998989105225,2.2192275524139404
180,2.2180349826812744,2.2172677516937256
181,2.217569589614868,2.218951940536499
182,2.2171032428741455,2.217048168182373
183,2.216636896133423,2.2174525260925293
184,2.216169595718384,2.217076063156128
185,2.2157022953033447,2.2165067195892334
186,2.21523380279541,2.2161576747894287
187,2.2147653102874756,2.2153549194335938
188,2.214296340942383,2.2160561084747314
189,2.2138259410858154,2.2138302326202393
190,2.21335506439209,2.213266134262085
191,2.2128822803497314,2.21286940574646
192,2.2124085426330566,2.2124626636505127
193,2.2119340896606445,2.2120521068573
194,2.2114579677581787,2.2111966609954834
195,2.2109813690185547,2.2113027572631836
196,2.2105038166046143,2.2111072540283203
197,2.210026502609253,2.2129719257354736
198,2.209548234939575,2.209815263748169
199,2.209068775177002,2.20963454246521
200,2.2085888385772705,2.2093093395233154
201,2.2081077098846436,2.2082407474517822
202,2.2076261043548584,2.2087488174438477
203,2.207144021987915,2.2078959941864014
